TIMESTAMP,TIME,RAW,CURRENT
10:31:54 17/05/24,1715952714.9364827,0.0018,-0.19845862301400938
10:32:05 17/05/24,1715952725.9731069,0.0017,-0.20854319087747078
10:32:17 17/05/24,1715952737.0099704,0.0015,-0.22871229545034819
10:32:28 17/05/24,1715952748.04683,0.0018,-0.19845862301400938
10:32:39 17/05/24,1715952759.7711751,0.0017,-0.20854319087747078
10:32:50 17/05/24,1715952770.8082318,0.0018,-0.19845862301400938
10:33:01 17/05/24,1715952781.845138,0.0018,-0.19845862301400938
10:33:12 17/05/24,1715952792.8820703,0.0017,-0.20854319087747078
10:33:23 17/05/24,1715952803.9190338,0.0016,-0.21862774835625037
10:33:34 17/05/24,1715952814.9561064,0.0017,-0.20854319087747078
10:33:45 17/05/24,1715952825.9930806,0.0019,-0.18837404476586622
10:33:57 17/05/24,1715952837.0288203,0.0021,-0.16820485711553446
10:34:08 17/05/24,1715952848.0654132,0.0018,-0.19845862301400938
10:34:19 17/05/24,1715952859.1022103,0.0018,-0.19845862301400938
10:34:30 17/05/24,1715952870.1391096,0.0014,-0.23879683215976422
10:34:41 17/05/24,1715952881.1761377,0.0016,-0.21862774835625037
10:34:52 17/05/24,1715952892.2129984,0.0018,-0.19845862301400938
10:35:03 17/05/24,1715952903.2492425,0.0018,-0.19845862301400938
10:35:14 17/05/24,1715952914.912628,0.0017,-0.20854319087747078
10:35:25 17/05/24,1715952925.949757,0.0016,-0.21862774835625037
10:35:36 17/05/24,1715952936.986287,0.0018,-0.19845862301400938
10:35:48 17/05/24,1715952948.023263,0.0018,-0.19845862301400938
10:35:59 17/05/24,1715952959.0599873,0.0018,-0.19845862301400938
10:36:10 17/05/24,1715952970.096879,0.0021,-0.16820485711553446
10:36:21 17/05/24,1715952981.13312,0.0018,-0.19845862301400938
10:36:32 17/05/24,1715952992.1698303,0.0018,-0.19845862301400938
10:36:43 17/05/24,1715953003.2064257,0.0015,-0.22871229545034819
10:36:54 17/05/24,1715953014.2432344,0.0018,-0.19845862301400938
10:37:05 17/05/24,1715953025.279841,0.0017,-0.20854319087747078
10:37:16 17/05/24,1715953036.316381,0.0018,-0.19845862301400938
10:37:27 17/05/24,1715953047.352561,0.0018,-0.19845862301400938
10:37:38 17/05/24,1715953058.3897395,0.0018,-0.19845862301400938
10:37:49 17/05/24,1715953069.4257898,0.0014,-0.23879683215976422
10:38:01 17/05/24,1715953081.4616647,0.002,-0.1782894561330412
10:38:12 17/05/24,1715953092.498629,0.0018,-0.19845862301400938
10:38:23 17/05/24,1715953103.535479,0.0019,-0.18837404476586622
10:38:34 17/05/24,1715953114.5725417,0.0017,-0.20854319087747078
10:38:45 17/05/24,1715953125.6097329,0.0015,-0.22871229545034819
10:38:56 17/05/24,1715953136.8474674,0.0016,-0.21862774835625037
10:39:07 17/05/24,1715953147.8846722,0.0017,-0.20854319087747078
10:39:18 17/05/24,1715953158.921739,0.0018,-0.19845862301400938
10:39:29 17/05/24,1715953169.958652,0.002,-0.1782894561330412
10:39:40 17/05/24,1715953180.9960055,0.0024,-0.13795099775492337
10:39:52 17/05/24,1715953192.0330968,0.0017,-0.20854319087747078
10:40:03 17/05/24,1715953203.069775,0.0015,-0.22871229545034819
10:40:14 17/05/24,1715953214.107074,0.0018,-0.19845862301400938
10:40:25 17/05/24,1715953225.1442935,0.0018,-0.19845862301400938
10:40:36 17/05/24,1715953236.7300684,0.0019,-0.18837404476586622
10:40:47 17/05/24,1715953247.7664852,0.0018,-0.19845862301400938
10:40:58 17/05/24,1715953258.803037,0.0014,-0.23879683215976422
10:41:09 17/05/24,1715953269.8397732,0.0017,-0.20854319087747078
10:41:20 17/05/24,1715953280.8767498,0.0017,-0.20854319087747078
10:41:31 17/05/24,1715953291.9131794,0.0017,-0.20854319087747078
10:41:42 17/05/24,1715953302.9497197,0.0018,-0.19845862301400938
10:41:53 17/05/24,1715953313.986597,0.0017,-0.20854319087747078
10:42:05 17/05/24,1715953325.0307074,0.0017,-0.20854319087747078
10:42:16 17/05/24,1715953336.0678985,0.0015,-0.22871229545034819
10:42:27 17/05/24,1715953347.104803,0.0019,-0.18837404476586622
10:42:38 17/05/24,1715953358.1417453,0.0019,-0.18837404476586622
10:42:49 17/05/24,1715953369.178708,0.0021,-0.16820485711553446
10:43:00 17/05/24,1715953380.4163673,0.0018,-0.19845862301400938
10:43:11 17/05/24,1715953391.4530518,0.0018,-0.19845862301400938
10:43:23 17/05/24,1715953403.0710626,0.0016,-0.21862774835625037
10:43:34 17/05/24,1715953414.1065052,0.0018,-0.19845862301400938
10:43:45 17/05/24,1715953425.143139,0.0016,-0.21862774835625037
10:43:56 17/05/24,1715953436.1798618,0.0018,-0.19845862301400938
10:44:07 17/05/24,1715953447.2163923,0.0017,-0.20854319087747078
10:44:18 17/05/24,1715953458.2532313,0.0017,-0.20854319087747078
10:44:29 17/05/24,1715953469.2904038,0.0016,-0.21862774835625037
10:44:40 17/05/24,1715953480.3264663,0.0025,-0.12786635719868938
10:44:51 17/05/24,1715953491.3630123,0.0017,-0.20854319087747078
10:45:02 17/05/24,1715953502.3997922,0.0021,-0.16820485711553446
10:45:13 17/05/24,1715953513.436309,0.0018,-0.19845862301400938
10:45:24 17/05/24,1715953524.4733458,0.0018,-0.19845862301400938
10:45:35 17/05/24,1715953535.5097334,0.0014,-0.23879683215976422
10:45:46 17/05/24,1715953546.5465271,0.0016,-0.21862774835625037
10:45:57 17/05/24,1715953557.5833516,0.0018,-0.19845862301400938
10:46:09 17/05/24,1715953569.3221698,0.0017,-0.20854319087747078
10:46:20 17/05/24,1715953580.358231,0.0018,-0.19845862301400938
10:46:31 17/05/24,1715953591.3945005,0.0018,-0.19845862301400938
10:46:42 17/05/24,1715953602.4317718,0.0017,-0.20854319087747078
10:46:53 17/05/24,1715953613.46853,0.0018,-0.19845862301400938
10:47:04 17/05/24,1715953624.5056279,0.0017,-0.20854319087747078
10:47:15 17/05/24,1715953635.542486,0.0019,-0.18837404476586622
10:47:26 17/05/24,1715953646.5796578,0.0018,-0.19845862301400938
10:47:37 17/05/24,1715953657.6166098,0.0018,-0.19845862301400938
10:47:48 17/05/24,1715953668.6531413,0.0018,-0.19845862301400938
10:47:59 17/05/24,1715953679.6898146,0.0017,-0.20854319087747078
10:48:10 17/05/24,1715953690.7264376,0.0019,-0.18837404476586622
10:48:21 17/05/24,1715953701.7625208,0.0018,-0.19845862301400938
10:48:32 17/05/24,1715953712.799336,0.0017,-0.20854319087747078
10:48:44 17/05/24,1715953724.4736807,0.0014,-0.23879683215976422
10:48:55 17/05/24,1715953735.5098283,0.0018,-0.19845862301400938
10:49:06 17/05/24,1715953746.546254,0.0018,-0.19845862301400938
10:49:17 17/05/24,1715953757.5831113,0.0016,-0.21862774835625037
10:49:28 17/05/24,1715953768.619984,0.0021,-0.16820485711553446
10:49:39 17/05/24,1715953779.657608,0.0018,-0.19845862301400938
10:49:50 17/05/24,1715953790.694698,0.0017,-0.20854319087747078
10:50:01 17/05/24,1715953801.7315617,0.0014,-0.23879683215976422
10:50:12 17/05/24,1715953812.7684033,0.0018,-0.19845862301400938
10:50:23 17/05/24,1715953823.8052435,0.0017,-0.20854319087747078
10:50:34 17/05/24,1715953834.8422344,0.0017,-0.20854319087747078
10:50:45 17/05/24,1715953845.8792896,0.002,-0.1782894561330412
10:50:56 17/05/24,1715953856.91657,0.0017,-0.20854319087747078
10:51:07 17/05/24,1715953867.953807,0.0018,-0.19845862301400938
10:51:18 17/05/24,1715953878.9910254,0.0017,-0.20854319087747078
10:51:30 17/05/24,1715953890.6482213,0.0018,-0.19845862301400938
10:51:41 17/05/24,1715953901.685169,0.0017,-0.20854319087747078
10:51:52 17/05/24,1715953912.7224047,0.0019,-0.18837404476586622
10:52:03 17/05/24,1715953923.7592428,0.0017,-0.20854319087747078
10:52:14 17/05/24,1715953934.7963557,0.0018,-0.19845862301400938
10:52:25 17/05/24,1715953945.8330753,0.0019,-0.18837404476586622
10:52:36 17/05/24,1715953956.869798,0.0017,-0.20854319087747078
10:52:47 17/05/24,1715953967.9064841,0.0017,-0.20854319087747078
10:52:58 17/05/24,1715953978.9430847,0.0017,-0.20854319087747078
10:53:09 17/05/24,1715953989.9798412,0.0018,-0.19845862301400938
10:53:21 17/05/24,1715954001.0167136,0.0017,-0.20854319087747078
10:53:32 17/05/24,1715954012.0535326,0.0018,-0.19845862301400938
10:53:43 17/05/24,1715954023.089896,0.0016,-0.21862774835625037
10:53:54 17/05/24,1715954034.1266632,0.0018,-0.19845862301400938
10:54:05 17/05/24,1715954045.7435281,0.0018,-0.19845862301400938
10:54:16 17/05/24,1715954056.7796624,0.0017,-0.20854319087747078
10:54:28 17/05/24,1715954068.017295,0.0014,-0.23879683215976422
10:54:39 17/05/24,1715954079.0545483,0.0017,-0.20854319087747078
10:54:50 17/05/24,1715954090.0915306,0.0017,-0.20854319087747078
10:55:01 17/05/24,1715954101.1282105,0.0017,-0.20854319087747078
10:55:12 17/05/24,1715954112.1656613,0.0017,-0.20854319087747078
10:55:23 17/05/24,1715954123.2026129,0.0018,-0.19845862301400938
10:55:34 17/05/24,1715954134.2398095,0.0017,-0.20854319087747078
10:55:45 17/05/24,1715954145.276794,0.0017,-0.20854319087747078
10:55:56 17/05/24,1715954156.3135822,0.0018,-0.19845862301400938
10:56:07 17/05/24,1715954167.3498573,0.0018,-0.19845862301400938
10:56:18 17/05/24,1715954178.3867097,0.0019,-0.18837404476586622
10:56:29 17/05/24,1715954189.423113,0.0019,-0.18837404476586622
10:56:40 17/05/24,1715954200.4598684,0.0027,-0.10769704493217608
10:56:52 17/05/24,1715954212.0455928,0.0016,-0.21862774835625037
10:57:03 17/05/24,1715954223.0824258,0.0017,-0.20854319087747078
10:57:14 17/05/24,1715954234.1192336,0.0019,-0.18837404476586622
10:57:25 17/05/24,1715954245.1562576,0.002,-0.1782894561330412
10:57:36 17/05/24,1715954256.1931815,0.0018,-0.19845862301400938
10:57:47 17/05/24,1715954267.2296765,0.0018,-0.19845862301400938
10:57:58 17/05/24,1715954278.2667522,0.0018,-0.19845862301400938
10:58:09 17/05/24,1715954289.302699,0.0018,-0.19845862301400938
10:58:20 17/05/24,1715954300.3397684,0.0018,-0.19845862301400938
10:58:31 17/05/24,1715954311.3754315,0.0019,-0.18837404476586622
10:58:42 17/05/24,1715954322.4123425,0.0017,-0.20854319087747078
10:58:53 17/05/24,1715954333.449299,0.0017,-0.20854319087747078
10:59:04 17/05/24,1715954344.486311,0.0015,-0.22871229545034819
10:59:15 17/05/24,1715954355.5230753,0.0017,-0.20854319087747078
10:59:27 17/05/24,1715954367.2534146,0.0017,-0.20854319087747078
10:59:38 17/05/24,1715954378.2897434,0.0018,-0.19845862301400938
10:59:49 17/05/24,1715954389.3264859,0.0018,-0.19845862301400938
11:00:00 17/05/24,1715954400.3633313,0.0017,-0.20854319087747078
11:00:11 17/05/24,1715954411.399741,0.0018,-0.19845862301400938
11:00:22 17/05/24,1715954422.43668,0.0017,-0.20854319087747078
11:00:33 17/05/24,1715954433.473107,0.0018,-0.19845862301400938
11:00:44 17/05/24,1715954444.5098383,0.0017,-0.20854319087747078
11:00:55 17/05/24,1715954455.5469058,0.0019,-0.18837404476586622
11:01:06 17/05/24,1715954466.5841637,0.0018,-0.19845862301400938
11:01:17 17/05/24,1715954477.621195,0.0014,-0.23879683215976422
11:01:28 17/05/24,1715954488.6581407,0.0017,-0.20854319087747078
11:01:39 17/05/24,1715954499.6951253,0.0018,-0.19845862301400938
11:01:50 17/05/24,1715954510.7322104,0.0018,-0.19845862301400938
11:02:01 17/05/24,1715954521.7693634,0.0019,-0.18837404476586622
11:02:13 17/05/24,1715954533.3498192,0.0017,-0.20854319087747078
11:02:24 17/05/24,1715954544.3864114,0.0022,-0.15812024771334585
11:02:35 17/05/24,1715954555.4231668,0.0017,-0.20854319087747078
11:02:46 17/05/24,1715954566.4597754,0.0018,-0.19845862301400938
11:02:57 17/05/24,1715954577.5016787,0.0017,-0.20854319087747078
11:03:08 17/05/24,1715954588.5383468,0.0016,-0.21862774835625037
11:03:19 17/05/24,1715954599.5749445,0.0018,-0.19845862301400938
11:03:30 17/05/24,1715954610.611127,0.0014,-0.23879683215976422
11:03:41 17/05/24,1715954621.6480944,0.0016,-0.21862774835625037
11:03:52 17/05/24,1715954632.6847932,0.0017,-0.20854319087747078
11:04:03 17/05/24,1715954643.7216015,0.0017,-0.20854319087747078
11:04:14 17/05/24,1715954654.7586992,0.0017,-0.20854319087747078
11:04:25 17/05/24,1715954665.7963426,0.0017,-0.20854319087747078
11:04:36 17/05/24,1715954676.8333287,0.0015,-0.22871229545034819
11:04:48 17/05/24,1715954688.6298506,0.0017,-0.20854319087747078
11:04:59 17/05/24,1715954699.6666527,0.0019,-0.18837404476586622
11:05:10 17/05/24,1715954710.7036202,0.0022,-0.15812024771334585
11:05:21 17/05/24,1715954721.7398634,0.0018,-0.19845862301400938
11:05:32 17/05/24,1715954732.776525,0.0017,-0.20854319087747078
11:05:43 17/05/24,1715954743.8131573,0.0014,-0.23879683215976422
11:05:54 17/05/24,1715954754.848893,0.0016,-0.21862774835625037
11:06:05 17/05/24,1715954765.8858361,0.0018,-0.19845862301400938
11:06:16 17/05/24,1715954776.9229088,0.0014,-0.23879683215976422
11:06:27 17/05/24,1715954787.9596143,0.0017,-0.20854319087747078
11:06:38 17/05/24,1715954798.9964871,0.0018,-0.19845862301400938
11:06:50 17/05/24,1715954810.0330653,0.0019,-0.18837404476586622
11:07:01 17/05/24,1715954821.0698817,0.002,-0.1782894561330412
11:07:12 17/05/24,1715954832.1067321,0.0017,-0.20854319087747078
11:07:23 17/05/24,1715954843.1436217,0.0017,-0.20854319087747078
11:07:34 17/05/24,1715954854.7793639,0.0018,-0.19845862301400938
11:07:45 17/05/24,1715954865.8163307,0.0018,-0.19845862301400938
11:07:56 17/05/24,1715954876.853058,0.0017,-0.20854319087747078
11:08:07 17/05/24,1715954887.8897567,0.0016,-0.21862774835625037
11:08:18 17/05/24,1715954898.9264135,0.0017,-0.20854319087747078
11:08:29 17/05/24,1715954909.9627044,0.0017,-0.20854319087747078
11:08:40 17/05/24,1715954920.999833,0.0022,-0.15812024771334585
11:08:52 17/05/24,1715954932.0359485,0.0017,-0.20854319087747078
11:09:03 17/05/24,1715954943.0731795,0.0018,-0.19845862301400938
11:09:14 17/05/24,1715954954.1089542,0.0017,-0.20854319087747078
11:09:25 17/05/24,1715954965.1457477,0.0018,-0.19845862301400938
11:09:36 17/05/24,1715954976.183045,0.0017,-0.20854319087747078
11:09:47 17/05/24,1715954987.2197387,0.0018,-0.19845862301400938
11:09:58 17/05/24,1715954998.2566795,0.0018,-0.19845862301400938
11:10:09 17/05/24,1715955009.8991957,0.0021,-0.16820485711553446
11:10:20 17/05/24,1715955020.9359632,0.0016,-0.21862774835625037
11:10:31 17/05/24,1715955031.9729385,0.0017,-0.20854319087747078
11:10:43 17/05/24,1715955043.009818,0.0018,-0.19845862301400938
11:10:54 17/05/24,1715955054.0463803,0.0019,-0.18837404476586622
11:11:05 17/05/24,1715955065.0832553,0.0018,-0.19845862301400938
11:11:16 17/05/24,1715955076.1198342,0.0017,-0.20854319087747078
11:11:27 17/05/24,1715955087.1560273,0.0018,-0.19845862301400938
11:11:38 17/05/24,1715955098.1931279,0.0018,-0.19845862301400938
11:11:49 17/05/24,1715955109.2298362,0.0017,-0.20854319087747078
11:12:00 17/05/24,1715955120.2664158,0.0021,-0.16820485711553446
11:12:11 17/05/24,1715955131.3027823,0.0018,-0.19845862301400938
11:12:22 17/05/24,1715955142.3399699,0.0018,-0.19845862301400938
11:12:33 17/05/24,1715955153.3769925,0.0014,-0.23879683215976422
11:12:44 17/05/24,1715955164.4146132,0.0014,-0.23879683215976422
11:12:56 17/05/24,1715955176.3789773,0.0018,-0.19845862301400938
11:13:07 17/05/24,1715955187.4159253,0.0018,-0.19845862301400938
11:13:18 17/05/24,1715955198.4530303,0.0017,-0.20854319087747078
11:13:29 17/05/24,1715955209.489402,0.0018,-0.19845862301400938
11:13:40 17/05/24,1715955220.5265303,0.0031,-0.06735829578296804
11:13:51 17/05/24,1715955231.5631483,0.0016,-0.21862774835625037
11:14:02 17/05/24,1715955242.5985749,0.0017,-0.20854319087747078
11:14:13 17/05/24,1715955253.6354945,0.0021,-0.16820485711553446
11:14:24 17/05/24,1715955264.672313,0.0018,-0.19845862301400938
11:14:35 17/05/24,1715955275.7092426,0.0017,-0.20854319087747078
11:14:46 17/05/24,1715955286.7463338,0.0015,-0.22871229545034819
11:14:57 17/05/24,1715955297.783036,0.0017,-0.20854319087747078
11:15:08 17/05/24,1715955308.8199248,0.0017,-0.20854319087747078
11:15:19 17/05/24,1715955319.8567302,0.0018,-0.19845862301400938
11:15:30 17/05/24,1715955330.8930354,0.0016,-0.21862774835625037
11:15:42 17/05/24,1715955342.555529,0.0018,-0.19845862301400938
11:15:53 17/05/24,1715955353.5922737,0.002,-0.1782894561330412
11:16:04 17/05/24,1715955364.8310754,0.0017,-0.20854319087747078
11:16:15 17/05/24,1715955375.8680234,0.0014,-0.23879683215976422
11:16:26 17/05/24,1715955386.904817,0.0017,-0.20854319087747078
11:16:37 17/05/24,1715955397.9415755,0.0018,-0.19845862301400938
11:16:48 17/05/24,1715955408.9784262,0.0018,-0.19845862301400938
11:17:00 17/05/24,1715955420.015489,0.0017,-0.20854319087747078
11:17:11 17/05/24,1715955431.0526078,0.0017,-0.20854319087747078
11:17:22 17/05/24,1715955442.0898197,0.0017,-0.20854319087747078
11:17:33 17/05/24,1715955453.126536,0.0016,-0.21862774835625037
11:17:44 17/05/24,1715955464.1631598,0.0018,-0.19845862301400938
11:17:55 17/05/24,1715955475.2001565,0.0017,-0.20854319087747078
11:18:06 17/05/24,1715955486.2369092,0.0016,-0.21862774835625037
11:18:17 17/05/24,1715955497.9457815,0.0017,-0.20854319087747078
11:18:28 17/05/24,1715955508.9829738,0.0017,-0.20854319087747078
11:18:40 17/05/24,1715955520.0199072,0.0021,-0.16820485711553446
11:18:51 17/05/24,1715955531.057015,0.0018,-0.19845862301400938
11:19:02 17/05/24,1715955542.0944102,0.0017,-0.20854319087747078
11:19:13 17/05/24,1715955553.1314948,0.0015,-0.22871229545034819
11:19:24 17/05/24,1715955564.168646,0.0017,-0.20854319087747078
11:19:35 17/05/24,1715955575.2056966,0.0017,-0.20854319087747078
11:19:46 17/05/24,1715955586.2426953,0.0018,-0.19845862301400938
11:19:57 17/05/24,1715955597.2798493,0.0018,-0.19845862301400938
11:20:08 17/05/24,1715955608.3164446,0.0017,-0.20854319087747078
11:20:19 17/05/24,1715955619.352196,0.0017,-0.20854319087747078
11:20:30 17/05/24,1715955630.3889315,0.0018,-0.19845862301400938
11:20:41 17/05/24,1715955641.6270409,0.0017,-0.20854319087747078
11:20:52 17/05/24,1715955652.8647184,0.002,-0.1782894561330412
11:21:04 17/05/24,1715955664.8598,0.0018,-0.19845862301400938
11:21:15 17/05/24,1715955675.8961718,0.0017,-0.20854319087747078
11:21:26 17/05/24,1715955686.9329572,0.0017,-0.20854319087747078
11:21:37 17/05/24,1715955697.9697597,0.0018,-0.19845862301400938
11:21:49 17/05/24,1715955709.0063326,0.0015,-0.22871229545034819
11:22:00 17/05/24,1715955720.043919,0.0017,-0.20854319087747078
11:22:11 17/05/24,1715955731.081183,0.0017,-0.20854319087747078
11:22:22 17/05/24,1715955742.11846,0.0016,-0.21862774835625037
11:22:33 17/05/24,1715955753.154744,0.0017,-0.20854319087747078
11:22:44 17/05/24,1715955764.1910524,0.0017,-0.20854319087747078
11:22:55 17/05/24,1715955775.2276773,0.0017,-0.20854319087747078
11:23:06 17/05/24,1715955786.2647073,0.0021,-0.16820485711553446
11:23:17 17/05/24,1715955797.3014882,0.0018,-0.19845862301400938
11:23:28 17/05/24,1715955808.5390763,0.0016,-0.21862774835625037
11:23:40 17/05/24,1715955820.2056782,0.0016,-0.21862774835625037
11:23:51 17/05/24,1715955831.2428195,0.0018,-0.19845862301400938
11:24:02 17/05/24,1715955842.2797499,0.0017,-0.20854319087747078
11:24:13 17/05/24,1715955853.3165631,0.0018,-0.19845862301400938
11:24:24 17/05/24,1715955864.3534813,0.0018,-0.19845862301400938
11:24:35 17/05/24,1715955875.3908834,0.0017,-0.20854319087747078
11:24:46 17/05/24,1715955886.427921,0.0018,-0.19845862301400938
11:24:57 17/05/24,1715955897.4649265,0.0021,-0.16820485711553446
11:25:08 17/05/24,1715955908.5016963,0.0018,-0.19845862301400938
11:25:19 17/05/24,1715955919.538472,0.002,-0.1782894561330412
11:25:30 17/05/24,1715955930.575322,0.0018,-0.19845862301400938
11:25:41 17/05/24,1715955941.6122408,0.0016,-0.21862774835625037
11:25:52 17/05/24,1715955952.6493394,0.0016,-0.21862774835625037
11:26:03 17/05/24,1715955963.6864889,0.0017,-0.20854319087747078
11:26:14 17/05/24,1715955974.7234936,0.0017,-0.20854319087747078
11:26:26 17/05/24,1715955986.3931031,0.0018,-0.19845862301400938
11:26:37 17/05/24,1715955997.4302552,0.0014,-0.23879683215976422
11:26:48 17/05/24,1715956008.4673848,0.0018,-0.19845862301400938
11:26:59 17/05/24,1715956019.50421,0.002,-0.1782894561330412
11:27:10 17/05/24,1715956030.541308,0.0016,-0.21862774835625037
11:27:21 17/05/24,1715956041.5783033,0.0018,-0.19845862301400938
11:27:32 17/05/24,1715956052.615003,0.0019,-0.18837404476586622
11:27:43 17/05/24,1715956063.6518767,0.0018,-0.19845862301400938
11:27:54 17/05/24,1715956074.688659,0.0017,-0.20854319087747078
11:28:05 17/05/24,1715956085.7253754,0.0016,-0.21862774835625037
11:28:16 17/05/24,1715956096.7621288,0.0017,-0.20854319087747078
11:28:27 17/05/24,1715956107.7988288,0.0018,-0.19845862301400938
11:28:38 17/05/24,1715956118.8358943,0.0016,-0.21862774835625037
11:28:49 17/05/24,1715956129.8730156,0.0019,-0.18837404476586622
11:29:01 17/05/24,1715956141.4911168,0.0017,-0.20854319087747078
11:29:12 17/05/24,1715956152.5281243,0.0018,-0.19845862301400938
11:29:23 17/05/24,1715956163.5646558,0.0017,-0.20854319087747078
11:29:34 17/05/24,1715956174.5998356,0.0018,-0.19845862301400938
11:29:45 17/05/24,1715956185.6364195,0.0019,-0.18837404476586622
11:29:56 17/05/24,1715956196.6731045,0.0018,-0.19845862301400938
11:30:07 17/05/24,1715956207.7097142,0.0017,-0.20854319087747078
11:30:18 17/05/24,1715956218.746438,0.0019,-0.18837404476586622
11:30:29 17/05/24,1715956229.7831845,0.0017,-0.20854319087747078
11:30:40 17/05/24,1715956240.820022,0.0025,-0.12786635719868938
11:30:51 17/05/24,1715956251.8567796,0.0017,-0.20854319087747078
11:31:02 17/05/24,1715956262.8939188,0.0017,-0.20854319087747078
11:31:13 17/05/24,1715956273.9310658,0.0017,-0.20854319087747078
11:31:24 17/05/24,1715956284.9680767,0.0018,-0.19845862301400938
11:31:36 17/05/24,1715956296.004807,0.0018,-0.19845862301400938
11:31:47 17/05/24,1715956307.9282959,0.0017,-0.20854319087747078
11:31:58 17/05/24,1715956318.9650269,0.0019,-0.18837404476586622
11:32:10 17/05/24,1715956330.0017877,0.0018,-0.19845862301400938
11:32:21 17/05/24,1715956341.0386019,0.0016,-0.21862774835625037
11:32:32 17/05/24,1715956352.0753722,0.0017,-0.20854319087747078
11:32:43 17/05/24,1715956363.1121936,0.0017,-0.20854319087747078
11:32:54 17/05/24,1715956374.1489968,0.0017,-0.20854319087747078
11:33:05 17/05/24,1715956385.1856606,0.0017,-0.20854319087747078
11:33:16 17/05/24,1715956396.2224414,0.0016,-0.21862774835625037
11:33:27 17/05/24,1715956407.2593293,0.0018,-0.19845862301400938
11:33:38 17/05/24,1715956418.2962084,0.0018,-0.19845862301400938
11:33:49 17/05/24,1715956429.3316228,0.0018,-0.19845862301400938
11:34:00 17/05/24,1715956440.3685286,0.0017,-0.20854319087747078
11:34:11 17/05/24,1715956451.405414,0.0017,-0.20854319087747078
11:34:23 17/05/24,1715956463.2232962,0.0017,-0.20854319087747078
11:34:34 17/05/24,1715956474.2601383,0.0017,-0.20854319087747078
11:34:45 17/05/24,1715956485.2969828,0.0017,-0.20854319087747078
11:34:56 17/05/24,1715956496.33303,0.0017,-0.20854319087747078
11:35:07 17/05/24,1715956507.3699074,0.0018,-0.19845862301400938
11:35:18 17/05/24,1715956518.4066586,0.0017,-0.20854319087747078
11:35:29 17/05/24,1715956529.4439049,0.0018,-0.19845862301400938
11:35:40 17/05/24,1715956540.4810228,0.0025,-0.12786635719868938
11:35:51 17/05/24,1715956551.518046,0.0018,-0.19845862301400938
11:36:02 17/05/24,1715956562.554864,0.0017,-0.20854319087747078
11:36:13 17/05/24,1715956573.7924612,0.0016,-0.21862774835625037
11:36:24 17/05/24,1715956584.829921,0.0021,-0.16820485711553446
11:36:35 17/05/24,1715956595.8668113,0.0018,-0.19845862301400938
11:36:46 17/05/24,1715956606.9037948,0.0016,-0.21862774835625037
11:36:58 17/05/24,1715956618.1417415,0.002,-0.1782894561330412
11:37:09 17/05/24,1715956629.7752526,0.0017,-0.20854319087747078
11:37:20 17/05/24,1715956640.8120596,0.0017,-0.20854319087747078
11:37:31 17/05/24,1715956651.8488822,0.0019,-0.18837404476586622
11:37:42 17/05/24,1715956662.8858893,0.0018,-0.19845862301400938
11:37:53 17/05/24,1715956673.9229896,0.0017,-0.20854319087747078
11:38:04 17/05/24,1715956684.9598854,0.0016,-0.21862774835625037
11:38:15 17/05/24,1715956695.9972467,0.0018,-0.19845862301400938
11:38:27 17/05/24,1715956707.034622,0.0016,-0.21862774835625037
11:38:38 17/05/24,1715956718.0716968,0.0022,-0.15812024771334585
11:38:49 17/05/24,1715956729.1092584,0.0019,-0.18837404476586622
11:39:00 17/05/24,1715956740.1462245,0.0017,-0.20854319087747078
11:39:11 17/05/24,1715956751.3842359,0.0017,-0.20854319087747078
11:39:22 17/05/24,1715956762.4217002,0.002,-0.1782894561330412
11:39:33 17/05/24,1715956773.458578,0.0017,-0.20854319087747078
11:39:45 17/05/24,1715956785.1195748,0.0023,-0.1480356279264755
11:39:56 17/05/24,1715956796.1562605,0.0018,-0.19845862301400938
11:40:07 17/05/24,1715956807.1930902,0.0021,-0.16820485711553446
11:40:18 17/05/24,1715956818.2300994,0.0018,-0.19845862301400938
11:40:29 17/05/24,1715956829.266985,0.0016,-0.21862774835625037
11:40:40 17/05/24,1715956840.3031938,0.0017,-0.20854319087747078
11:40:51 17/05/24,1715956851.340009,0.0019,-0.18837404476586622
11:41:02 17/05/24,1715956862.3764613,0.0018,-0.19845862301400938
11:41:13 17/05/24,1715956873.412992,0.0016,-0.21862774835625037
11:41:24 17/05/24,1715956884.4505675,0.0015,-0.22871229545034819
11:41:35 17/05/24,1715956895.4877663,0.0018,-0.19845862301400938
11:41:46 17/05/24,1715956906.525295,0.0017,-0.20854319087747078
11:41:57 17/05/24,1715956917.5621219,0.0017,-0.20854319087747078
11:42:08 17/05/24,1715956928.5985057,0.0018,-0.19845862301400938
11:42:19 17/05/24,1715956939.6354234,0.0017,-0.20854319087747078
11:42:31 17/05/24,1715956951.3585129,0.0018,-0.19845862301400938
11:42:42 17/05/24,1715956962.3949292,0.0017,-0.20854319087747078
11:42:53 17/05/24,1715956973.4318144,0.0017,-0.20854319087747078
11:43:04 17/05/24,1715956984.6696544,0.0018,-0.19845862301400938
11:43:15 17/05/24,1715956995.7064812,0.0018,-0.19845862301400938
11:43:26 17/05/24,1715957006.7430522,0.0015,-0.22871229545034819
11:43:37 17/05/24,1715957017.7797427,0.0016,-0.21862774835625037
11:43:48 17/05/24,1715957028.8169322,0.0017,-0.20854319087747078
11:43:59 17/05/24,1715957039.8531039,0.0018,-0.19845862301400938
